driving_record_id,policy_id,customer_id,vehicle_id,observation_month,driving_score,avg_trip_distance,trips_per_week,hard_brakes_count,rapid_acceleration_count,night_driving_pct,weekend_driving_pct,distracted_driving_flag,speeding_events_count,urban_driving_pct,highway_driving_pct,mileage_logged
DRV003107,POL00301,CUST00277,VEH00307,2025-11-01,84.0,18.19,12,7,4,0.529,0.545,0,2,0.635,0.409,884.0
DRV003108,POL00301,CUST00277,VEH00307,2025-12-01,77.0,11.3,11,9,8,0.186,0.562,1,5,0.718,0.281,424.0
DRV003109,POL00302,CUST00278,VEH00308,2025-01-01,68.0,13.71,8,6,10,0.432,0.446,0,11,0.247,0.749,
DRV003110,POL00302,CUST00278,VEH00308,2025-02-01,91.0,6.29,9,3,4,0.347,0.014,0,5,0.752,0.146,895.0
DRV003111,POL00302,CUST00278,VEH00308,2025-04-01,71.0,3.8,8,7,12,0.169,0.229,0,10,0.616,0.298,709.0
DRV003112,POL00302,CUST00278,VEH00308,2025-06-01,79.0,11.32,7,8,5,0.173,0.221,0,3,0.758,0.197,641.0
DRV003113,POL00302,CUST00278,VEH00308,2025-08-01,69.0,14.56,11,10,5,0.308,0.279,0,13,0.715,0.287,847.0
DRV003114,POL00302,CUST00278,VEH00308,2025-09-01,73.0,1.92,8,7,8,0.6,0.491,0,6,0.804,0.28,922.0
DRV003115,POL00302,CUST00278,VEH00308,2025-10-01,78.0,5.18,4,8,8,0.171,0.564,0,2,0.845,0.165,907.0
DRV003116,POL00302,CUST00278,VEH00308,2025-12-01,71.0,4.78,8,8,6,0.073,0.301,0,2,0.622,0.449,916.0
DRV003117,POL00303,CUST00278,VEH00309,2025-01-01,79.0,11.72,5,4,5,0.133,0.497,0,4,0.4,0.557,257.0
DRV003118,POL00303,CUST00278,VEH00309,2025-02-01,79.0,7.55,12,7,6,0.26,0.945,0,4,0.519,0.522,173.0
DRV003119,POL00303,CUST00278,VEH00309,2025-03-01,73.0,17.5,7,6,6,0.331,0.476,0,6,0.432,0.594,473.0
DRV003120,POL00303,CUST00278,VEH00309,2025-04-01,82.0,8.03,3,6,6,0.121,0.306,0,1,0.698,0.352,533.0
DRV003121,POL00303,CUST00278,VEH00309,2025-05-01,88.0,9.85,9,8,7,0.439,0.338,0,4,0.765,0.274,716.0
DRV003122,POL00303,CUST00278,VEH00309,2025-06-01,92.0,7.58,6,15,5,0.152,0.489,0,2,0.789,0.264,916.0
DRV003123,POL00303,CUST00278,VEH00309,2025-07-01,69.0,4.93,3,15,5,0.148,0.214,0,6,0.697,0.157,799.0
DRV003124,POL00303,CUST00278,VEH00309,2025-08-01,83.0,11.06,7,10,5,0.121,0.377,0,4,0.566,0.374,724.0
DRV003125,POL00303,CUST00278,VEH00309,2025-09-01,66.0,15.88,9,12,8,0.368,0.685,1,13,0.454,0.516,843.0
DRV003126,POL00303,CUST00278,VEH00309,2025-10-01,83.0,10.9,6,5,5,0.235,0.409,0,8,0.477,0.531,398.0
DRV003127,POL00303,CUST00278,VEH00309,2025-11-01,86.0,8.71,8,5,9,0.084,0.187,0,7,0.356,0.636,448.0
DRV003128,POL00303,CUST00278,VEH00309,2025-12-01,68.0,2.89,6,13,7,0.1,0.48,0,10,0.738,0.255,232.0
DRV003129,POL00304,CUST00279,VEH00310,2025-01-01,87.0,9.98,7,10,9,0.114,0.282,0,3,0.692,0.341,1361.0
DRV003130,POL00304,CUST00279,VEH00310,2025-02-01,82.0,7.68,6,4,6,0.206,0.328,0,7,0.509,0.52,1179.0
DRV003131,POL00304,CUST00279,VEH00310,2025-03-01,80.0,11.47,7,3,5,0.35,0.373,0,6,0.287,0.716,546.0
DRV003132,POL00304,CUST00279,VEH00310,2025-04-01,70.0,19.98,8,15,6,0.396,0.21,0,19,0.882,0.158,921.0
DRV003133,POL00304,CUST00279,VEH00310,2025-05-01,82.0,5.04,9,7,5,0.117,0.53,1,5,0.59,0.414,737.0
DRV003134,POL00304,CUST00279,VEH00310,2025-06-01,78.0,7.39,11,6,3,0.049,0.295,0,2,0.271,0.685,1189.0
DRV003135,POL00304,CUST00279,VEH00310,2025-07-01,75.0,24.02,10,7,10,0.134,0.094,0,11,0.569,0.413,1452.0
DRV003136,POL00304,CUST00279,VEH00310,2025-08-01,76.0,12.55,10,3,12,0.057,0.644,0,3,0.515,0.518,961.0
DRV003137,POL00304,CUST00279,VEH00310,2025-09-01,86.0,10.34,5,9,6,0.397,0.575,0,7,0.664,0.287,812.0
DRV003138,POL00304,CUST00279,VEH00310,2025-10-01,74.0,13.58,7,11,6,0.177,0.217,0,10,0.395,0.65,1150.0
DRV003139,POL00304,CUST00279,VEH00310,2025-11-01,84.0,11.34,7,7,3,0.2,0.566,0,4,0.776,0.161,
DRV003140,POL00304,CUST00279,VEH00310,2025-12-01,81.0,6.83,5,12,10,0.173,0.628,1,5,0.438,0.365,1576.0
DRV003141,POL00305,CUST00280,VEH00311,2025-01-01,85.0,10.53,8,9,8,0.24,0.826,1,1,0.701,0.392,472.0
DRV003142,POL00305,CUST00280,VEH00311,2025-02-01,60.0,6.27,7,6,11,0.265,0.55,0,9,0.807,0.332,350.0
DRV003143,POL00305,CUST00280,VEH00311,2025-09-01,80.0,15.51,10,4,6,0.487,0.482,0,2,0.303,0.63,564.0
DRV003144,POL00305,CUST00280,VEH00311,2025-10-01,60.0,21.02,3,16,9,0.07,0.488,0,7,0.618,0.395,174.0
DRV003145,POL00305,CUST00280,VEH00311,2025-11-01,72.0,13.39,9,9,3,0.097,0.454,0,9,0.63,0.296,424.0
DRV003146,POL00305,CUST00280,VEH00311,2025-12-01,79.0,13.16,6,5,7,0.084,0.432,0,4,0.43,0.611,406.0
DRV003147,POL00306,CUST00281,VEH00312,2025-02-01,82.0,9.13,4,6,12,0.423,0.389,0,7,0.553,0.192,2251.0
DRV003148,POL00306,CUST00281,VEH00312,2025-03-01,95.0,10.08,10,7,7,0.171,0.413,0,4,0.575,0.519,2126.0
DRV003149,POL00306,CUST00281,VEH00312,2025-04-01,57.0,2.53,3,12,14,0.41,0.243,1,7,0.713,0.327,1820.0
DRV003150,POL00306,CUST00281,VEH00312,2025-05-01,77.0,13.75,8,6,8,0.318,0.225,0,7,0.771,0.303,1939.0
DRV003151,POL00306,CUST00281,VEH00312,2025-07-01,64.0,16.24,9,7,10,0.247,0.598,0,7,0.617,0.606,1708.0
DRV003152,POL00306,CUST00281,VEH00312,2025-08-01,90.0,10.24,8,4,4,0.235,0.443,1,2,0.774,0.203,1780.0
DRV003153,POL00306,CUST00281,VEH00312,2025-09-01,86.0,3.72,5,8,8,0.096,0.603,0,3,0.522,0.607,1920.0
DRV003154,POL00306,CUST00281,VEH00312,2025-10-01,75.0,13.93,11,5,7,0.412,0.467,1,9,0.761,0.213,1921.0
DRV003155,POL00306,CUST00281,VEH00312,2025-11-01,83.0,1.5,7,6,7,0.194,0.15,0,1,0.798,0.262,1675.0
DRV003156,POL00306,CUST00281,VEH00312,2025-12-01,88.0,15.79,5,4,6,0.085,0.424,0,5,0.455,0.48,1898.0
DRV003157,POL00307,CUST00282,VEH00313,2025-03-01,82.0,8.02,14,6,1,0.365,0.178,0,3,0.657,0.248,1286.0
DRV003158,POL00307,CUST00282,VEH00313,2025-05-01,71.0,11.66,12,5,5,0.329,0.299,0,5,0.698,0.425,1616.0
DRV003159,POL00307,CUST00282,VEH00313,2025-07-01,85.0,8.92,13,11,4,0.183,0.267,0,3,0.528,0.396,1260.0
DRV003160,POL00307,CUST00282,VEH00313,2025-08-01,97.0,3.56,3,7,6,0.492,0.531,0,3,0.541,0.345,
DRV003161,POL00307,CUST00282,VEH00313,2025-09-01,76.0,7.53,2,6,5,0.271,0.498,0,2,0.752,0.199,1116.0
DRV003162,POL00307,CUST00282,VEH00313,2025-10-01,75.0,11.14,10,2,5,0.501,0.68,0,9,0.636,0.439,1330.0
DRV003163,POL00307,CUST00282,VEH00313,2025-11-01,80.0,3.61,6,3,5,0.471,0.263,0,4,0.366,0.643,1326.0
DRV003164,POL00307,CUST00282,VEH00313,2025-12-01,64.0,11.16,7,5,9,0.162,0.632,0,8,0.863,0.12,1431.0
DRV003165,POL00308,CUST00283,VEH00314,2025-01-01,77.0,1.5,9,9,6,0.32,0.468,0,5,0.644,0.36,616.0
DRV003166,POL00308,CUST00283,VEH00314,2025-03-01,85.0,15.32,7,3,7,0.104,0.415,0,3,0.647,0.402,479.0
DRV003167,POL00308,CUST00283,VEH00314,2025-06-01,72.0,8.98,5,4,8,0.214,0.308,0,10,0.612,0.403,324.0
DRV003168,POL00308,CUST00283,VEH00314,2025-07-01,80.0,8.04,11,13,13,0.116,0.44,0,5,0.507,0.352,469.0
DRV003169,POL00308,CUST00283,VEH00314,2025-08-01,84.0,8.83,8,5,6,0.103,0.638,0,9,0.642,0.446,843.0
DRV003170,POL00308,CUST00283,VEH00314,2025-11-01,89.0,13.99,5,8,6,0.345,0.398,0,5,0.799,0.249,572.0
DRV003171,POL00309,CUST00284,VEH00315,2025-01-01,77.0,8.54,4,8,6,0.066,0.833,0,3,0.932,0.014,1803.0
DRV003172,POL00309,CUST00284,VEH00315,2025-02-01,88.0,11.42,5,10,6,0.096,0.437,0,7,0.789,0.079,1205.0
DRV003173,POL00309,CUST00284,VEH00315,2025-03-01,74.0,6.23,9,5,3,0.206,0.47,0,9,0.495,0.471,1867.0
DRV003174,POL00309,CUST00284,VEH00315,2025-04-01,90.0,14.87,6,10,6,0.249,0.193,0,2,0.677,0.3,1716.0
DRV003175,POL00309,CUST00284,VEH00315,2025-06-01,81.0,14.3,11,8,7,0.271,0.606,0,5,0.609,0.419,2125.0
DRV003176,POL00309,CUST00284,VEH00315,2025-07-01,65.0,16.24,7,4,8,0.315,0.391,0,11,0.755,0.221,2275.0
DRV003177,POL00309,CUST00284,VEH00315,2025-08-01,82.0,5.59,7,4,14,0.167,0.538,0,2,0.611,0.465,2125.0
DRV003178,POL00309,CUST00284,VEH00315,2025-09-01,73.0,9.61,8,5,1,0.142,0.097,0,7,0.385,0.458,
DRV003179,POL00309,CUST00284,VEH00315,2025-11-01,72.0,10.58,6,4,4,0.03,0.519,0,9,0.53,0.357,1475.0
DRV003180,POL00309,CUST00284,VEH00315,2025-12-01,88.0,11.3,5,9,6,0.195,0.406,0,3,0.442,0.473,1779.0
DRV003181,POL00310,CUST00285,VEH00316,2025-01-01,77.0,1.5,3,5,5,0.323,0.469,1,7,0.51,0.585,
DRV003182,POL00310,CUST00285,VEH00316,2025-02-01,79.0,13.34,9,7,6,0.308,0.463,1,5,0.663,0.449,315.0
DRV003183,POL00310,CUST00285,VEH00316,2025-03-01,89.0,12.34,6,13,5,0.226,0.227,0,1,0.439,0.617,369.0
DRV003184,POL00310,CUST00285,VEH00316,2025-06-01,79.0,10.59,8,2,5,0.217,0.142,0,1,0.779,0.292,136.0
DRV003185,POL00310,CUST00285,VEH00316,2025-07-01,61.0,6.58,7,13,9,0.254,0.79,0,10,0.572,0.585,50.0
DRV003186,POL00310,CUST00285,VEH00316,2025-08-01,79.0,7.51,10,11,10,0.318,0.274,0,4,0.509,0.391,50.0
DRV003187,POL00310,CUST00285,VEH00316,2025-09-01,69.0,12.2,8,10,6,0.342,0.255,0,7,0.809,0.188,494.0
DRV003188,POL00310,CUST00285,VEH00316,2025-10-01,91.0,5.37,13,9,3,0.328,0.744,0,3,0.564,0.481,51.0
DRV003189,POL00310,CUST00285,VEH00316,2025-11-01,69.0,3.97,4,16,12,0.176,0.419,1,6,0.52,0.477,683.0
DRV003190,POL00310,CUST00285,VEH00316,2025-12-01,72.0,9.1,8,6,7,0.347,0.32,0,9,0.734,0.23,50.0
DRV003191,POL00311,CUST00286,VEH00317,2025-01-01,79.0,9.61,4,5,4,0.488,0.079,0,6,0.639,0.375,329.0
DRV003192,POL00311,CUST00286,VEH00317,2025-03-01,89.0,12.67,10,6,7,0.226,0.357,0,2,0.565,0.555,924.0
DRV003193,POL00311,CUST00286,VEH00317,2025-04-01,90.0,8.32,8,6,6,0.378,0.493,0,3,0.681,0.242,271.0
DRV003194,POL00311,CUST00286,VEH00317,2025-06-01,94.0,11.77,7,14,4,0.39,0.282,0,1,0.566,0.308,628.0
DRV003195,POL00311,CUST00286,VEH00317,2025-07-01,75.0,17.51,3,4,3,0.35,0.606,0,7,0.718,0.331,608.0
DRV003196,POL00311,CUST00286,VEH00317,2025-11-01,86.0,7.48,6,4,7,0.327,0.433,0,6,0.805,0.29,909.0
DRV003197,POL00312,CUST00286,VEH00318,2025-01-01,81.0,14.21,4,3,4,0.038,0.521,0,2,0.783,0.176,709.0
DRV003198,POL00312,CUST00286,VEH00318,2025-02-01,69.0,10.95,9,10,14,0.166,0.338,0,10,0.45,0.529,454.0
DRV003199,POL00312,CUST00286,VEH00318,2025-03-01,87.0,14.2,8,4,7,0.043,0.085,0,2,0.798,0.249,1046.0
DRV003200,POL00312,CUST00286,VEH00318,2025-04-01,64.0,15.92,10,11,8,0.119,0.272,0,15,0.666,0.222,772.0
DRV003201,POL00312,CUST00286,VEH00318,2025-06-01,87.0,7.27,9,5,5,0.253,0.428,0,5,0.564,0.559,934.0
DRV003202,POL00312,CUST00286,VEH00318,2025-07-01,80.0,15.91,3,5,5,0.385,0.769,0,6,0.245,0.885,644.0
DRV003203,POL00312,CUST00286,VEH00318,2025-08-01,75.0,8.6,6,10,5,0.527,0.681,0,8,0.34,0.636,355.0
DRV003204,POL00312,CUST00286,VEH00318,2025-09-01,66.0,10.38,4,9,15,0.166,0.477,0,12,0.822,0.204,443.0
DRV003205,POL00312,CUST00286,VEH00318,2025-10-01,77.0,12.21,3,12,6,0.048,0.523,0,3,0.905,0.152,1250.0
DRV003206,POL00312,CUST00286,VEH00318,2025-12-01,85.0,14.08,6,13,5,0.491,0.572,0,5,0.625,0.309,1047.0
DRV003207,POL00313,CUST00287,VEH00319,2025-01-01,91.0,1.79,8,5,4,0.297,0.289,0,2,0.807,0.114,1267.0
DRV003208,POL00313,CUST00287,VEH00319,2025-02-01,66.0,4.68,10,19,13,0.401,0.385,1,10,0.664,0.34,1643.0
DRV003209,POL00313,CUST00287,VEH00319,2025-03-01,80.0,14.83,3,2,5,0.332,0.69,0,3,0.581,0.55,1432.0
DRV003210,POL00313,CUST00287,VEH00319,2025-04-01,62.0,18.78,6,14,15,0.206,0.486,0,5,0.722,0.254,1768.0
DRV003211,POL00313,CUST00287,VEH00319,2025-05-01,82.0,10.68,1,9,9,0.084,0.295,0,3,0.537,0.432,1309.0
DRV003212,POL00313,CUST00287,VEH00319,2025-06-01,76.0,2.97,6,3,6,0.151,0.69,1,3,0.709,0.345,1573.0
DRV003213,POL00313,CUST00287,VEH00319,2025-07-01,57.0,11.0,12,8,9,0.362,0.553,1,8,0.669,0.289,1690.0
DRV003214,POL00313,CUST00287,VEH00319,2025-08-01,72.0,1.98,7,8,10,0.315,0.502,0,14,0.679,0.343,1730.0
DRV003215,POL00313,CUST00287,VEH00319,2025-09-01,91.0,18.1,9,12,7,0.237,0.123,0,3,0.468,0.53,1150.0
DRV003216,POL00313,CUST00287,VEH00319,2025-10-01,80.0,8.34,3,8,6,0.37,0.355,0,4,0.847,0.157,1560.0
DRV003217,POL00313,CUST00287,VEH00319,2025-11-01,91.0,11.68,5,3,2,0.32,0.416,0,2,0.647,0.317,1708.0
DRV003218,POL00313,CUST00287,VEH00319,2025-12-01,90.0,16.15,10,4,7,0.216,0.611,0,3,0.796,0.278,1577.0
DRV003219,POL00314,CUST00288,VEH00320,2025-01-01,96.0,3.44,8,9,8,0.151,0.614,0,6,0.454,0.554,429.0
DRV003220,POL00314,CUST00288,VEH00320,2025-02-01,81.0,15.84,12,9,5,0.294,0.537,0,4,0.426,0.733,508.0
DRV003221,POL00314,CUST00288,VEH00320,2025-03-01,71.0,10.69,6,3,8,0.184,0.413,0,11,0.495,0.41,735.0
DRV003222,POL00314,CUST00288,VEH00320,2025-04-01,81.0,18.16,4,7,1,0.294,0.523,0,7,0.461,0.559,1021.0
DRV003223,POL00314,CUST00288,VEH00320,2025-05-01,62.0,10.58,11,8,17,0.252,0.505,1,12,0.583,0.428,1013.0
DRV003224,POL00314,CUST00288,VEH00320,2025-06-01,81.0,7.71,8,10,7,0.277,0.537,0,6,0.61,0.501,968.0
DRV003225,POL00314,CUST00288,VEH00320,2025-08-01,73.0,4.18,5,5,5,0.026,0.61,0,10,0.872,0.13,1029.0
DRV003226,POL00314,CUST00288,VEH00320,2025-10-01,60.0,1.5,7,8,13,0.184,0.493,0,8,0.657,0.287,
DRV003227,POL00314,CUST00288,VEH00320,2025-11-01,87.0,6.52,7,8,8,0.124,0.429,0,3,0.668,0.408,864.0
DRV003228,POL00314,CUST00288,VEH00320,2025-12-01,77.0,12.32,6,9,4,0.223,0.536,1,5,0.549,0.442,799.0
DRV003229,POL00315,CUST00289,VEH00321,2025-01-01,72.0,12.16,9,12,8,0.165,0.193,0,10,0.652,0.419,1594.0
DRV003230,POL00315,CUST00289,VEH00321,2025-03-01,89.0,18.59,10,10,8,0.291,0.505,0,6,0.629,0.406,1897.0
DRV003231,POL00315,CUST00289,VEH00321,2025-04-01,72.0,14.38,3,12,4,0.463,0.668,0,5,0.688,0.24,
DRV003232,POL00315,CUST00289,VEH00321,2025-08-01,69.0,13.73,11,12,12,0.193,0.399,0,10,0.191,0.87,1664.0
DRV003233,POL00315,CUST00289,VEH00321,2025-09-01,68.0,15.51,6,23,10,0.069,0.183,1,12,0.513,0.5,1942.0
DRV003234,POL00315,CUST00289,VEH00321,2025-12-01,81.0,5.51,3,6,10,0.05,0.394,0,6,0.871,0.19,1855.0
DRV003235,POL00316,CUST00290,VEH00322,2025-01-01,81.0,8.06,8,9,6,0.167,0.629,0,6,0.817,0.187,1356.0
DRV003236,POL00316,CUST00290,VEH00322,2025-02-01,82.0,6.44,9,12,5,0.137,0.53,0,4,0.582,0.499,1743.0
DRV003237,POL00316,CUST00290,VEH00322,2025-03-01,66.0,11.76,5,15,9,0.227,0.536,0,10,0.279,0.685,1639.0
DRV003238,POL00316,CUST00290,VEH00322,2025-04-01,73.0,13.72,5,11,9,0.346,0.384,0,8,0.34,0.501,2081.0
DRV003239,POL00316,CUST00290,VEH00322,2025-05-01,80.0,12.43,5,5,7,0.253,0.516,0,3,0.836,0.225,1604.0
DRV003240,POL00316,CUST00290,VEH00322,2025-06-01,70.0,12.44,6,14,5,0.25,0.068,0,10,0.505,0.528,1547.0
DRV003241,POL00316,CUST00290,VEH00322,2025-07-01,62.0,11.56,3,13,18,0.103,0.293,0,8,0.71,0.297,1460.0
DRV003242,POL00316,CUST00290,VEH00322,2025-08-01,63.0,13.82,7,9,8,0.243,0.112,0,9,0.582,0.388,1891.0
DRV003243,POL00316,CUST00290,VEH00322,2025-09-01,68.0,11.19,13,12,15,0.284,0.33,0,8,0.584,0.469,1911.0
DRV003244,POL00316,CUST00290,VEH00322,2025-10-01,77.0,9.59,8,7,8,0.116,0.282,1,0,0.419,0.707,1832.0
DRV003245,POL00316,CUST00290,VEH00322,2025-11-01,79.0,11.33,8,6,7,0.501,0.483,0,4,0.382,0.611,2029.0
DRV003246,POL00316,CUST00290,VEH00322,2025-12-01,71.0,3.0,6,3,9,0.358,0.373,0,8,0.844,0.106,1615.0
DRV003247,POL00317,CUST00290,VEH00323,2025-02-01,74.0,21.89,9,13,5,0.124,0.179,0,7,0.632,0.327,1260.0
DRV003248,POL00317,CUST00290,VEH00323,2025-03-01,78.0,18.83,8,3,7,0.371,0.461,0,5,0.721,0.147,1686.0
DRV003249,POL00317,CUST00290,VEH00323,2025-06-01,88.0,1.5,6,12,8,0.326,0.267,0,5,0.624,0.318,958.0
DRV003250,POL00317,CUST00290,VEH00323,2025-09-01,82.0,15.68,14,7,6,0.471,0.897,1,4,0.628,0.434,966.0
DRV003251,POL00317,CUST00290,VEH00323,2025-10-01,92.0,4.92,11,8,6,0.153,0.233,0,6,0.89,0.163,946.0
DRV003252,POL00317,CUST00290,VEH00323,2025-11-01,78.0,20.17,7,6,9,0.183,0.251,0,8,0.844,0.158,1327.0
DRV003253,POL00318,CUST00291,VEH00324,2025-01-01,83.0,13.67,3,4,2,0.575,0.257,0,3,0.617,0.429,1376.0
DRV003254,POL00318,CUST00291,VEH00324,2025-02-01,76.0,10.21,9,17,8,0.114,0.526,0,7,0.687,0.3,1325.0
DRV003255,POL00318,CUST00291,VEH00324,2025-03-01,85.0,6.23,14,15,4,0.114,0.65,1,5,0.712,0.167,
DRV003256,POL00318,CUST00291,VEH00324,2025-04-01,79.0,14.74,10,2,6,0.305,0.249,0,5,0.438,0.634,1279.0
DRV003257,POL00318,CUST00291,VEH00324,2025-05-01,70.0,12.68,6,5,10,0.106,0.366,0,15,0.565,0.308,1503.0
DRV003258,POL00318,CUST00291,VEH00324,2025-06-01,87.0,16.61,3,5,6,0.245,0.395,0,4,0.896,0.0,1860.0
DRV003259,POL00318,CUST00291,VEH00324,2025-07-01,67.0,4.0,5,11,9,0.33,0.361,0,17,0.583,0.32,1607.0
DRV003260,POL00318,CUST00291,VEH00324,2025-08-01,85.0,6.86,8,4,6,0.443,0.452,0,4,0.626,0.336,1868.0
DRV003261,POL00318,CUST00291,VEH00324,2025-09-01,70.0,15.32,9,12,19,0.115,0.594,0,5,0.533,0.445,1649.0
DRV003262,POL00318,CUST00291,VEH00324,2025-10-01,79.0,12.87,10,2,6,0.099,0.541,0,5,0.446,0.68,1780.0
DRV003263,POL00318,CUST00291,VEH00324,2025-11-01,85.0,15.03,4,5,9,0.203,0.24,1,0,0.8,0.203,1776.0
DRV003264,POL00318,CUST00291,VEH00324,2025-12-01,73.0,1.5,7,8,6,0.191,0.512,1,13,0.351,0.583,1650.0
DRV003265,POL00319,CUST00292,VEH00325,2025-02-01,81.0,4.19,12,5,4,0.324,0.234,0,7,0.566,0.482,1409.0
DRV003266,POL00319,CUST00292,VEH00325,2025-03-01,87.0,15.72,9,8,3,0.491,0.611,0,8,0.718,0.336,1053.0
DRV003267,POL00319,CUST00292,VEH00325,2025-04-01,87.0,11.42,10,5,6,0.312,0.583,1,6,0.732,0.407,403.0
DRV003268,POL00319,CUST00292,VEH00325,2025-05-01,81.0,7.44,5,10,3,0.289,0.222,0,3,0.422,0.452,1010.0
DRV003269,POL00319,CUST00292,VEH00325,2025-06-01,80.0,9.61,3,7,9,0.085,0.559,0,7,0.524,0.277,1001.0
DRV003270,POL00319,CUST00292,VEH00325,2025-07-01,80.0,10.75,10,7,5,0.451,0.464,0,7,0.593,0.571,821.0
DRV003271,POL00319,CUST00292,VEH00325,2025-09-01,86.0,4.61,3,7,10,0.237,0.237,0,6,0.763,0.339,830.0
DRV003272,POL00319,CUST00292,VEH00325,2025-10-01,82.0,18.13,8,6,10,0.258,0.405,0,3,0.585,0.312,540.0
DRV003273,POL00319,CUST00292,VEH00325,2025-11-01,81.0,1.5,5,13,8,0.22,0.151,1,2,0.632,0.509,1252.0
DRV003274,POL00319,CUST00292,VEH00325,2025-12-01,73.0,7.79,13,6,9,0.373,0.453,0,10,0.481,0.621,1443.0
DRV003275,POL00320,CUST00293,VEH00326,2025-01-01,77.0,10.96,7,12,4,0.326,0.578,0,2,0.763,0.187,1161.0
DRV003276,POL00320,CUST00293,VEH00326,2025-02-01,76.0,15.64,12,5,5,0.113,0.659,0,5,0.781,0.133,1375.0
DRV003277,POL00320,CUST00293,VEH00326,2025-03-01,80.0,15.86,6,6,11,0.092,0.349,0,3,0.783,0.262,1143.0
DRV003278,POL00320,CUST00293,VEH00326,2025-04-01,72.0,17.47,6,7,4,0.278,0.47,1,12,0.888,0.088,1526.0
DRV003279,POL00320,CUST00293,VEH00326,2025-07-01,67.0,16.75,6,12,6,0.439,0.32,0,6,0.495,0.523,1268.0
DRV003280,POL00320,CUST00293,VEH00326,2025-10-01,65.0,6.74,6,17,13,0.331,0.276,1,10,0.428,0.628,1040.0
DRV003281,POL00320,CUST00293,VEH00326,2025-11-01,76.0,10.26,6,7,6,0.106,0.49,0,3,0.695,0.334,1276.0
DRV003282,POL00320,CUST00293,VEH00326,2025-12-01,73.0,6.36,9,7,3,0.414,0.625,0,16,0.728,0.318,1297.0
DRV003283,POL00321,CUST00294,VEH00327,2025-02-01,84.0,8.88,8,7,7,0.103,0.37,0,4,0.742,0.412,1352.0
DRV003284,POL00321,CUST00294,VEH00327,2025-03-01,84.0,20.31,9,5,6,0.235,0.564,0,4,0.604,0.42,1436.0
DRV003285,POL00321,CUST00294,VEH00327,2025-07-01,82.0,7.16,8,8,5,0.063,0.207,1,4,0.637,0.327,1492.0
DRV003286,POL00321,CUST00294,VEH00327,2025-09-01,78.0,10.02,4,4,9,0.19,0.273,0,5,0.641,0.443,
DRV003287,POL00321,CUST00294,VEH00327,2025-10-01,76.0,9.87,15,5,6,0.129,0.37,0,5,0.772,0.263,1969.0
DRV003288,POL00321,CUST00294,VEH00327,2025-12-01,88.0,22.85,9,5,5,0.149,0.497,0,8,0.669,0.356,1787.0
DRV003289,POL00322,CUST00295,VEH00328,2025-01-01,89.0,15.3,6,5,3,0.083,0.317,0,6,0.554,0.456,1184.0
DRV003290,POL00322,CUST00295,VEH00328,2025-02-01,79.0,1.5,3,6,10,0.063,0.468,0,4,0.517,0.355,1227.0
DRV003291,POL00322,CUST00295,VEH00328,2025-03-01,77.0,7.97,5,9,4,0.341,0.253,0,10,0.732,0.205,1054.0
DRV003292,POL00322,CUST00295,VEH00328,2025-04-01,65.0,11.83,8,11,11,0.262,0.394,0,11,0.525,0.547,868.0
DRV003293,POL00322,CUST00295,VEH00328,2025-05-01,84.0,19.11,14,7,6,0.236,0.293,0,12,0.629,0.247,673.0
DRV003294,POL00322,CUST00295,VEH00328,2025-06-01,63.0,12.54,8,13,11,0.114,0.512,1,9,0.413,0.617,1011.0
DRV003295,POL00322,CUST00295,VEH00328,2025-07-01,71.0,12.07,6,5,7,0.334,0.216,0,8,0.546,0.44,1131.0
DRV003296,POL00322,CUST00295,VEH00328,2025-08-01,93.0,22.38,8,8,8,0.25,0.44,1,6,0.369,0.549,1377.0
DRV003297,POL00322,CUST00295,VEH00328,2025-09-01,79.0,6.84,7,7,5,0.053,0.297,0,1,0.534,0.448,520.0
DRV003298,POL00322,CUST00295,VEH00328,2025-10-01,74.0,11.53,6,8,7,0.244,0.348,0,11,0.624,0.562,1694.0
DRV003299,POL00322,CUST00295,VEH00328,2025-11-01,60.0,9.17,6,15,13,0.227,0.492,0,8,0.486,0.425,706.0
DRV003300,POL00322,CUST00295,VEH00328,2025-12-01,81.0,18.35,12,6,9,0.324,0.4,0,7,0.65,0.251,989.0
DRV003301,POL00323,CUST00296,VEH00329,2025-01-01,79.0,9.82,8,7,5,0.201,0.578,1,2,0.504,0.553,189.0
DRV003302,POL00323,CUST00296,VEH00329,2025-03-01,67.0,13.91,5,20,13,0.203,0.579,0,9,0.885,0.167,843.0
DRV003303,POL00323,CUST00296,VEH00329,2025-04-01,85.0,14.36,14,4,5,0.112,0.414,1,4,0.56,0.486,455.0
DRV003304,POL00323,CUST00296,VEH00329,2025-06-01,73.0,3.53,8,8,3,0.457,0.618,0,12,0.762,0.203,659.0
DRV003305,POL00323,CUST00296,VEH00329,2025-07-01,65.0,9.73,8,13,12,0.312,0.35,0,10,0.28,0.597,534.0
DRV003306,POL00323,CUST00296,VEH00329,2025-08-01,89.0,10.0,6,6,7,0.031,0.576,1,2,0.885,0.177,907.0
DRV003307,POL00323,CUST00296,VEH00329,2025-09-01,78.0,5.52,9,5,4,0.528,0.739,0,5,0.401,0.569,792.0
DRV003308,POL00323,CUST00296,VEH00329,2025-10-01,79.0,9.25,7,7,7,0.196,0.543,0,1,0.748,0.321,239.0
